sample_idx,raw,ch1_volts
0,95,-1.031250
1,95,-1.031250
2,94,-1.062500
3,95,-1.031250
4,94,-1.062500
5,94,-1.062500
6,94,-1.062500
7,95,-1.031250
8,94,-1.062500
9,94,-1.062500
10,94,-1.062500
11,94,-1.062500
12,94,-1.062500
13,94,-1.062500
14,94,-1.062500
15,94,-1.062500
16,94,-1.062500
17,94,-1.062500
18,93,-1.093750
19,94,-1.062500
20,93,-1.093750
21,95,-1.031250
22,94,-1.062500
23,94,-1.062500
24,94,-1.062500
25,94,-1.062500
26,94,-1.062500
27,94,-1.062500
28,93,-1.093750
29,95,-1.031250
30,94,-1.062500
31,95,-1.031250
32,94,-1.062500
33,94,-1.062500
34,94,-1.062500
35,94,-1.062500
36,94,-1.062500
37,94,-1.062500
38,94,-1.062500
39,94,-1.062500
40,94,-1.062500
41,94,-1.062500
42,93,-1.093750
43,94,-1.062500
44,93,-1.093750
45,94,-1.062500
46,94,-1.062500
47,94,-1.062500
48,94,-1.062500
49,94,-1.062500
50,94,-1.062500
51,97,-0.968750
52,94,-1.062500
53,95,-1.031250
54,94,-1.062500
55,94,-1.062500
56,94,-1.062500
57,94,-1.062500
58,94,-1.062500
59,94,-1.062500
60,94,-1.062500
61,94,-1.062500
62,93,-1.093750
63,94,-1.062500
64,93,-1.093750
65,94,-1.062500
66,93,-1.093750
67,94,-1.062500
68,93,-1.093750
69,95,-1.031250
70,94,-1.062500
71,95,-1.031250
72,94,-1.062500
73,94,-1.062500
74,94,-1.062500
75,95,-1.031250
76,94,-1.062500
77,94,-1.062500
78,94,-1.062500
79,96,-1.000000
80,94,-1.062500
81,94,-1.062500
82,94,-1.062500
83,94,-1.062500
84,94,-1.062500
85,94,-1.062500
86,93,-1.093750
87,94,-1.062500
88,94,-1.062500
89,94,-1.062500
90,93,-1.093750
91,94,-1.062500
92,93,-1.093750
93,94,-1.062500
94,94,-1.062500
95,94,-1.062500
96,93,-1.093750
97,96,-1.000000
98,94,-1.062500
99,95,-1.031250
100,94,-1.062500
101,94,-1.062500
102,94,-1.062500
103,94,-1.062500
104,93,-1.093750
105,94,-1.062500
106,93,-1.093750
107,94,-1.062500
108,93,-1.093750
109,95,-1.031250
110,93,-1.093750
111,94,-1.062500
112,94,-1.062500
113,94,-1.062500
114,93,-1.093750
115,94,-1.062500
116,94,-1.062500
117,95,-1.031250
118,94,-1.062500
119,95,-1.031250
120,94,-1.062500
121,95,-1.031250
122,94,-1.062500
123,94,-1.062500
124,94,-1.062500
125,94,-1.062500
126,93,-1.093750
127,95,-1.031250
128,93,-1.093750
129,94,-1.062500
130,94,-1.062500
131,94,-1.062500
132,93,-1.093750
133,94,-1.062500
134,94,-1.062500
135,94,-1.062500
136,92,-1.125000
137,94,-1.062500
138,92,-1.125000
139,94,-1.062500
140,94,-1.062500
141,94,-1.062500
142,94,-1.062500
143,94,-1.062500
144,94,-1.062500
145,94,-1.062500
146,94,-1.062500
147,94,-1.062500
148,94,-1.062500
149,94,-1.062500
150,94,-1.062500
151,94,-1.062500
152,94,-1.062500
153,94,-1.062500
154,93,-1.093750
155,94,-1.062500
156,93,-1.093750
157,94,-1.062500
158,93,-1.093750
159,94,-1.062500
160,94,-1.062500
161,94,-1.062500
162,93,-1.093750
163,94,-1.062500
164,93,-1.093750
165,94,-1.062500
166,92,-1.125000
167,94,-1.062500
168,94,-1.062500
169,94,-1.062500
170,94,-1.062500
171,94,-1.062500
172,94,-1.062500
173,94,-1.062500
174,94,-1.062500
175,94,-1.062500
176,93,-1.093750
177,94,-1.062500
178,93,-1.093750
179,94,-1.062500
180,94,-1.062500
181,94,-1.062500
182,94,-1.062500
183,94,-1.062500
184,93,-1.093750
185,94,-1.062500
186,93,-1.093750
187,94,-1.062500
188,94,-1.062500
189,94,-1.062500
190,94,-1.062500
